,title,label
27,"operating profit for the ninemonth period increased from eur13 .6 m , while net sales increased from eur394 .7 m , as compared to the corresponding period in 2005 .",1
708,"westend ict plc s new 409,665,891 shares and increase of share capital with eur 2,000,000 based on the resolutions of extraordinary shareholders meeting on 27 december 2010 have today registered in the trade register .",2
3813,the contract value amounts to eur 2.4 million .,2
3438,"under the plan , which cses worked out together with public policy management institute ppmi and other partners , buildings with a total area of 10,000 square meters should be built on the territory in the first phase .",2
2566,"ssh communications security corporation is headquartered in helsinki , finland .",2
550,"kalnapiliotauro grupe kalnapilistauras group , which is owned by denmark royal unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .",1
878,"recovery has been evident in the liquid handling business , particularly in areas outside europe and primarily in north america and asia .",1
3650,it is estimated that the consolidated turnover of kausta guder will reach lt 53mn us 22.53 mn eur 15.35 mn in 2007 .,2
3274,"the latest result included pershare charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",2
1895,city cu welcomes dart members dallascity cu welcomes the members of dart fcu as they merge with city cu .,2
164,"both operating profit and net sales for the 12month period increased , respectively from eur4 .7 m and eur26 .7 m , as compared to 2004 .",1
2335,name of company in which holdings have been acquired citycon oyj 2 .,2
1906,nokia said the outcome was a fair and responsible social plan .,2
3634,in july it and quadriga capital sold their lewa gmbh pumpmaking business to japan nikkiso co. .,2
1432,the total value of the project is valued at sek 30bn eur 2.83 bn usd 3.81 bn .,2
3809,"the composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground .",2
4067,operating profit was eur 1.6 mn in 2005 compared to eur 5.9 mn in 2004 .,0
4723,the sales of the tiimari segment fell by 4.0 yearonyear to eur3 .3 m in june 2010 .,0
3932,"the value of the contract is about eur1 .0 m. poyry , headquartered in vantaa , finland provides consulting and engineering services to the energy , forestry and infrastructure environment sectors .",2
1559,the fine print is here .,2
3647,"it grew in finland , norway , denmark and the baltic countries .",2
3507,"after nonrecurring items of eur 177mn , profit amounted to eur 20mn .",2
356,operating profit of the asian plants grew markedly .,1
1602,tekla will implement the renewal in software versions which will be introduced in spring 2011 .,1
2409,"as an alternative to the share exchange , panostaja offers a full cash consideration at the value of 1.27 euro 1.7 per share .",2
3049,no decision on such sale of the now issued or existing treasury shares to ya global has been made yet .,2
4688,"adpnews may 4 , 2010 finnish cutlery and hand tools maker fiskars oyj abp hel fisas said today its net profit declined to eur 12.9 million usd 17m in the first quarter of 2010 from eur 17 million in the correspond",0
215,"in sweden , operating profit for the period under review totaled eur 3.4 mn , up 30.8 from the corresponding period in 2005 .",1
273,"profit for the period was eur 9.8 mn , up from eur 6.0 mn in 2004 .",1
3848,the facility consists of a seven year bullet term loan of 200 mln euro 292.4 mln and a 150 mln euro 219.3 mln five year revolving credit facility .,2
3331,the price of gmo soy is 5 7 lower than that of nongmo .,2
1375,the effect of the savings will be noticeable as of the beginning of 2010 .,1
2114,in 2005 the bank posted a net profit of lt 8.2 mn .,2
3923,the total value of the contract is some eur 8 million .,2
4684,"adp news feb 11 , 2009 finnish wood products technology supplier raute oyj hel rutav said today its net profit decreased to eur 4.7 million usd 6.1 m for 2008 from eur 6.6 million for 2007 .",0
3764,the agreement includes the entire process of managing mercator supply chain in all regions where the company is currently present .,2
1812,"strong brand visibility nationally and regionally is of primary importance in home sales , vehicle and consumer advertising .",2
803,finnish construction group lemmink inen has been awarded two road building contracts by the lithuanian transport administration .,1
2449,exel is headquartered in mantyharju in finland .,2
2650,the measures taken will cause onetime costs during the final part of 2006 .,2
1212,"elcoteq electronics manufacturing services ems business segment serves customers globally in engineering , manufacturing and fulfillment services .",2
1924,"the process , technology , project management , basic engineering and quality assurance within forest industry will be consolidated in vantaa , southern finland .",2
1188,"capacity of the facility made by finland vaahto group is 86,000 tons of light coated paper .",2
334,"fiskars brands report net sales of eur 145.8 mn , up from eur 138.4 mn .",1
1150,"according to arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",0
